clade	date	year	location	decimal_date	sequence_name	tree_label	name_cleaned	clade_final
2010.1	2025-06-11	2025	Indiana	2025.441096	A/swine/Indiana/25TOSU1397/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191329	A/swine/Indiana/25TOSU1397/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191329	swine_Indiana_2025-06-11_25TOSU1397_EPI_ISL_20191329	2010.1
2010.1	2025-07-01	2025	Kentucky	2025.49589	A/swine/Kentucky/25TOSU2321/2025|A_/_H3N2|unassigned|2025-07-01|HA|4||EPI_ISL_20191246	A/swine/Kentucky/25TOSU2321/2025|A_/_H3N2|unassigned|2025-07-01|HA|4||EPI_ISL_20191246	swine_Kentucky_2025-07-01_25TOSU2321_EPI_ISL_20191246	2010.1
2010.1	2025-06-19	2025	Indiana	2025.463014	A/swine/Indiana/25TOSU1648/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191139	A/swine/Indiana/25TOSU1648/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191139	swine_Indiana_2025-06-19_25TOSU1648_EPI_ISL_20191139	2010.1
2010.1	2025-06-19	2025	Indiana	2025.463014	A/swine/Indiana/25TOSU1642/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191109	A/swine/Indiana/25TOSU1642/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191109	swine_Indiana_2025-06-19_25TOSU1642_EPI_ISL_20191109	2010.1
2010.1	2025-06-11	2025	Indiana	2025.441096	A/swine/Indiana/25TOSU1474/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191338	A/swine/Indiana/25TOSU1474/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191338	swine_Indiana_2025-06-11_25TOSU1474_EPI_ISL_20191338	2010.1
2010.1	2025-06-19	2025	Indiana	2025.463014	A/swine/Indiana/25TOSU1632/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191106	A/swine/Indiana/25TOSU1632/2025|A_/_H3N2|unassigned|2025-06-19|HA|4||EPI_ISL_20191106	swine_Indiana_2025-06-19_25TOSU1632_EPI_ISL_20191106	2010.1
2010.1	2025-06-25	2025	Illinois	2025.479452	A/swine/Illinois/25TOSU1806/2025|A_/_H3N2|unassigned|2025-06-25|HA|4||EPI_ISL_20191318	A/swine/Illinois/25TOSU1806/2025|A_/_H3N2|unassigned|2025-06-25|HA|4||EPI_ISL_20191318	swine_Illinois_2025-06-25_25TOSU1806_EPI_ISL_20191318	2010.1
2010.1	2025-06-25	2025	Illinois	2025.479452	A/swine/Illinois/25TOSU1814/2025|A_/_H3N2|unassigned|2025-06-25|HA|4||EPI_ISL_20191319	A/swine/Illinois/25TOSU1814/2025|A_/_H3N2|unassigned|2025-06-25|HA|4||EPI_ISL_20191319	swine_Illinois_2025-06-25_25TOSU1814_EPI_ISL_20191319	2010.1
2010.1	2025-06-11	2025	Indiana	2025.441096	A/swine/Indiana/25TOSU1460/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191335	A/swine/Indiana/25TOSU1460/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191335	swine_Indiana_2025-06-11_25TOSU1460_EPI_ISL_20191335	2010.1
2010.1	2025-07-01	2025	Kentucky	2025.49589	A/swine/Kentucky/25TOSU2353/2025|A_/_H3N3|unassigned|2025-07-01|HA|4||EPI_ISL_20191256	A/swine/Kentucky/25TOSU2353/2025|A_/_H3N3|unassigned|2025-07-01|HA|4||EPI_ISL_20191256	swine_Kentucky_2025-07-01_25TOSU2353_EPI_ISL_20191256	2010.1
unassigned	2025-07-01	2025	Kentucky	2025.49589	A/swine/Kentucky/25TOSU2225/2025|A_/_H3N2|unassigned|2025-07-01|HA|4||EPI_ISL_20191237	A/swine/Kentucky/25TOSU2225/2025|A_/_H3N2|unassigned|2025-07-01|HA|4||EPI_ISL_20191237	swine_Kentucky_2025-07-01_25TOSU2225_EPI_ISL_20191237	2010.1
2010.1	2024-07-25	2024	Iowa	2024.562842	A/swine/Iowa/A02862678/2024|A_/_H3N2|3C.2|2024-07-25|HA|4||EPI_ISL_19301236	A/swine/Iowa/A02862678/2024|A_/_H3N2|3C.2|2024-07-25|HA|4||EPI_ISL_19301236	swine_Iowa_2024-07-25_A02862678_EPI_ISL_19301236	2010.1
2010.1	2024-06-10	2024	Iowa	2024.439891	Influenza A virus (A/swine/Iowa/A02862678/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2024-06-10|PX917843.1	Influenza A virus (A/swine/Iowa/A02862678/2024(H3N2)) segment 4 hemagglutinin (HA) gene complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2024-06-10|PX917843.1	swine_Iowa_2024-06-10_A02862678_PX917843.1	2010.1
2010.1	2024-04-17	2024	Iowa	2024.29235	A/swine/Iowa/A02862569/2024|A_/_H3N2|unassigned|2024-04-17|HA|4||EPI_ISL_19141098	A/swine/Iowa/A02862569/2024|A_/_H3N2|unassigned|2024-04-17|HA|4||EPI_ISL_19141098	swine_Iowa_2024-04-17_A02862569_EPI_ISL_19141098	2010.1
2010.1	2023-12-22	2023	Minnesota	2023.972603	A/swine/Minnesota/USDA-A02978678/2023|A_/_H3N2|3C.2|2023-12-22|HA|4||EPI_ISL_18911178	A/swine/Minnesota/USDA-A02978678/2023|A_/_H3N2|3C.2|2023-12-22|HA|4||EPI_ISL_18911178	swine_Minnesota_2023-12-22_USDA-A02978678_EPI_ISL_18911178	2010.1
2010.1	2023-01-30	2023	Illinois	2023.079452	A/swine/Illinois/A02751529/2023|A_/_H3N2|3C.2|2023-01-30|HA|4||EPI_ISL_17373145	A/swine/Illinois/A02751529/2023|A_/_H3N2|3C.2|2023-01-30|HA|4||EPI_ISL_17373145	swine_Illinois_2023-01-30_A02751529_EPI_ISL_17373145	2010.1
2010.1	2024-05-30	2024	Minnesota	2024.409836	A/swine/Minnesota/A02979026/2024|A_/_H3N2|3C.2|2024-05-30|HA|4||EPI_ISL_19328748	A/swine/Minnesota/A02979026/2024|A_/_H3N2|3C.2|2024-05-30|HA|4||EPI_ISL_19328748	swine_Minnesota_2024-05-30_A02979026_EPI_ISL_19328748	2010.1
2010.1	2023-04-28	2023	Illinois	2023.320548	A/swine/Illinois/A02861443/2023|A_/_H3N2|3C.2|2023-04-28|HA|4||EPI_ISL_17805851	A/swine/Illinois/A02861443/2023|A_/_H3N2|3C.2|2023-04-28|HA|4||EPI_ISL_17805851	swine_Illinois_2023-04-28_A02861443_EPI_ISL_17805851	2010.1
2010.1	2023-11-13	2023	Ohio	2023.865753	A/swine/Ohio/23-27418-4/2023|A_/_H3N2|unassigned|2023-11-13|HA|4||EPI_ISL_20186021	A/swine/Ohio/23-27418-4/2023|A_/_H3N2|unassigned|2023-11-13|HA|4||EPI_ISL_20186021	swine_Ohio_2023-11-13_23-27418-4_EPI_ISL_20186021	2010.1
2010.1	2024-02-20	2024	Ohio	2024.136612	A/swine/Ohio/A02862316/2024|A_/_H3N2|unassigned|2024-02-20|HA|4||EPI_ISL_19219654	A/swine/Ohio/A02862316/2024|A_/_H3N2|unassigned|2024-02-20|HA|4||EPI_ISL_19219654	swine_Ohio_2024-02-20_A02862316_EPI_ISL_19219654	2010.1
2010.1	2022-11-29	2022	Ohio	2022.909589	Influenza A virus (A/swine/Ohio/OH22-28333/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Ohio|Sus scrofa|2022-11-29|OQ750035.1	Influenza A virus (A/swine/Ohio/OH22-28333/2022(H3N2)) segment 4 hemagglutinin (HA) gene complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Ohio|Sus scrofa|2022-11-29|OQ750035.1	swine_Ohio_2022-11-29_OH22-28333_OQ750035.1	2010.1
2010.1	2023-11-17	2023	Illinois	2023.876712	A/swine/Illinois/ISU-A02862053/2023|A_/_H3N2|3C.2|2023-11-17|HA|4||EPI_ISL_18777102	A/swine/Illinois/ISU-A02862053/2023|A_/_H3N2|3C.2|2023-11-17|HA|4||EPI_ISL_18777102	swine_Illinois_2023-11-17_ISU-A02862053_EPI_ISL_18777102	2010.1
2010.1	2023-04-24	2023	Illinois	2023.309589	A/swine/Illinois/101591/2023|A_/_H3|3C.2|2023-04-24|HA|4||EPI_ISL_19277701	A/swine/Illinois/101591/2023|A_/_H3|3C.2|2023-04-24|HA|4||EPI_ISL_19277701	swine_Illinois_2023-04-24_101591_EPI_ISL_19277701	2010.1
2010.1	2024-08-19	2024	Illinois	2024.631148	A/swine/Illinois/A02862822/2024|A_/_H3N2|3C.2|2024-08-19|HA|4||EPI_ISL_19418469	A/swine/Illinois/A02862822/2024|A_/_H3N2|3C.2|2024-08-19|HA|4||EPI_ISL_19418469	swine_Illinois_2024-08-19_A02862822_EPI_ISL_19418469	2010.1
2010.1	2025-03-26	2025	Texas	2025.230137	A/swine/Texas/A02858482/2025|A_/_H3N2|3C.2|2025-03-26|HA|4||EPI_ISL_19847188	A/swine/Texas/A02858482/2025|A_/_H3N2|3C.2|2025-03-26|HA|4||EPI_ISL_19847188	swine_Texas_2025-03-26_A02858482_EPI_ISL_19847188	2010.1
2010.1	2024-08-01	2024	Iowa	2024.581967	A/swine/Iowa/077904_A02862789/2024|A_/_H3N2|unassigned|2024-08-01|HA|4||EPI_ISL_19367313	A/swine/Iowa/077904_A02862789/2024|A_/_H3N2|unassigned|2024-08-01|HA|4||EPI_ISL_19367313	swine_Iowa_2024-08-01_077904_A02862789_EPI_ISL_19367313	2010.1
2010.1	2024-08-21	2024	Iowa	2024.636612	A/swine/Iowa/A02862834/2024|A_/_H3N2|unassigned|2024-08-21|HA|4||EPI_ISL_19418472	A/swine/Iowa/A02862834/2024|A_/_H3N2|unassigned|2024-08-21|HA|4||EPI_ISL_19418472	swine_Iowa_2024-08-21_A02862834_EPI_ISL_19418472	2010.1
2010.1	2024-04-01	2024	Wisconsin	2024.248634	A/swine/Wisconsin/A02862481/2024|A_/_H3N2|3C.2|2024-04-01|HA|4||EPI_ISL_19072936	A/swine/Wisconsin/A02862481/2024|A_/_H3N2|3C.2|2024-04-01|HA|4||EPI_ISL_19072936	swine_Wisconsin_2024-04-01_A02862481_EPI_ISL_19072936	2010.1
2010.1	2024-03-27	2024	Iowa	2024.234973	A/swine/Iowa/A02862468/2024|A_/_H3N2|3C.2|2024-03-27|HA|4||EPI_ISL_19072963	A/swine/Iowa/A02862468/2024|A_/_H3N2|3C.2|2024-03-27|HA|4||EPI_ISL_19072963	swine_Iowa_2024-03-27_A02862468_EPI_ISL_19072963	2010.1
2010.1	2025-02-20	2025	Iowa	2025.136986	A/swine/Iowa/A02858394/2025|A_/_H3N2|unassigned|2025-02-20|HA|4||EPI_ISL_19790151	A/swine/Iowa/A02858394/2025|A_/_H3N2|unassigned|2025-02-20|HA|4||EPI_ISL_19790151	swine_Iowa_2025-02-20_A02858394_EPI_ISL_19790151	2010.1
2010.1	2023-11-10	2023	Minnesota	2023.857534	A/swine/Minnesota/USDA-A029786081/2023|A_/_H3N2|3C.2|2023-11-10|HA|4||EPI_ISL_18746635	A/swine/Minnesota/USDA-A029786081/2023|A_/_H3N2|3C.2|2023-11-10|HA|4||EPI_ISL_18746635	swine_Minnesota_2023-11-10_USDA-A029786081_EPI_ISL_18746635	2010.1
2010.1	2025-04-07	2025	Minnesota	2025.263014	Influenza A virus (A/swine/Minnesota/A02980472/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2025-04-07|PV702733.1	Influenza A virus (A/swine/Minnesota/A02980472/2025(H3N2)) segment 4 hemagglutinin (HA) gene complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2025-04-07|PV702733.1	swine_Minnesota_2025-04-07_A02980472_PV702733.1	2010.1
2010.1	2024-04-08	2024	Iowa	2024.26776	A/swine/Iowa/A02862541/2024|A_/_H3N2|3C.2|2024-04-08|HA|4||EPI_ISL_19139962	A/swine/Iowa/A02862541/2024|A_/_H3N2|3C.2|2024-04-08|HA|4||EPI_ISL_19139962	swine_Iowa_2024-04-08_A02862541_EPI_ISL_19139962	2010.1
2010.1	2024-03-04	2024	Iowa	2024.172131	A/swine/Iowa/A02862352/2024|A_/_H3N2|3C.2|2024-03-04|HA|4||EPI_ISL_19067869	A/swine/Iowa/A02862352/2024|A_/_H3N2|3C.2|2024-03-04|HA|4||EPI_ISL_19067869	swine_Iowa_2024-03-04_A02862352_EPI_ISL_19067869	2010.1
2010.1	2024-03-22	2024	Wisconsin	2024.221311	A/swine/Wisconsin/A02978861/2024|A_/_H3N2|3C.2|2024-03-22|HA|4||EPI_ISL_19134601	A/swine/Wisconsin/A02978861/2024|A_/_H3N2|3C.2|2024-03-22|HA|4||EPI_ISL_19134601	swine_Wisconsin_2024-03-22_A02978861_EPI_ISL_19134601	2010.1
2010.1	2024-11-14	2024	Iowa	2024.868852	A/swine/Iowa/A02863144/2024|A_/_H3N2|3C.2|2024-11-14|HA|4||EPI_ISL_19633305	A/swine/Iowa/A02863144/2024|A_/_H3N2|3C.2|2024-11-14|HA|4||EPI_ISL_19633305	swine_Iowa_2024-11-14_A02863144_EPI_ISL_19633305	2010.1
2010.1	2025-02-18	2025	Iowa	2025.131507	A/swine/Iowa/A02858390/2025|A_/_H3N2|3C.2|2025-02-18|HA|4||EPI_ISL_19790153	A/swine/Iowa/A02858390/2025|A_/_H3N2|3C.2|2025-02-18|HA|4||EPI_ISL_19790153	swine_Iowa_2025-02-18_A02858390_EPI_ISL_19790153	2010.1
2010.1	2025-03-14	2025	Iowa	2025.19726	A/swine/Iowa/A02858457/2025|A_/_H3N2|3C.2|2025-03-14|HA|4||EPI_ISL_19824134	A/swine/Iowa/A02858457/2025|A_/_H3N2|3C.2|2025-03-14|HA|4||EPI_ISL_19824134	swine_Iowa_2025-03-14_A02858457_EPI_ISL_19824134	2010.1
2010.1	2025-06-05	2025	Iowa	2025.424658	A/swine/Iowa/A02858669/2025|A_/_H3N2|3C.2|2025-06-05|HA|4||EPI_ISL_20061820	A/swine/Iowa/A02858669/2025|A_/_H3N2|3C.2|2025-06-05|HA|4||EPI_ISL_20061820	swine_Iowa_2025-06-05_A02858669_EPI_ISL_20061820	2010.1
2010.1	2023-11-27	2023	Ohio	2023.90411	A/swine/Ohio/23-28740/2023|A_/_H3N2|unassigned|2023-11-27|HA|4||EPI_ISL_20186005	A/swine/Ohio/23-28740/2023|A_/_H3N2|unassigned|2023-11-27|HA|4||EPI_ISL_20186005	swine_Ohio_2023-11-27_23-28740_EPI_ISL_20186005	2010.1
2010.1	2023-12-26	2023	Kansas	2023.983562	A/swine/Kansas/N000247/2023|A_/_H3N2|unassigned|2023-12-26|HA|4||EPI_ISL_19268402	A/swine/Kansas/N000247/2023|A_/_H3N2|unassigned|2023-12-26|HA|4||EPI_ISL_19268402	swine_Kansas_2023-12-26_N000247_EPI_ISL_19268402	2010.1
2010.1	2024-03-21	2024	Kansas	2024.218579	A/swine/Kansas/N030821/2024|A_/_H3N2|unassigned|2024-03-21|HA|4||EPI_ISL_19268401	A/swine/Kansas/N030821/2024|A_/_H3N2|unassigned|2024-03-21|HA|4||EPI_ISL_19268401	swine_Kansas_2024-03-21_N030821_EPI_ISL_19268401	2010.1
2010.1	2023-04-03	2023	Illinois	2023.252055	A/swine/Illinois/101597/2023|A_/_H3|unassigned|2023-04-03|HA|4||EPI_ISL_19277752	A/swine/Illinois/101597/2023|A_/_H3|unassigned|2023-04-03|HA|4||EPI_ISL_19277752	swine_Illinois_2023-04-03_101597_EPI_ISL_19277752	2010.1
2010.1	2023-11-28	2023	Illinois	2023.906849	A/swine/Illinois/ISU-A02862083/2023|A_/_H3N2|unassigned|2023-11-28|HA|4||EPI_ISL_18701679	A/swine/Illinois/ISU-A02862083/2023|A_/_H3N2|unassigned|2023-11-28|HA|4||EPI_ISL_18701679	swine_Illinois_2023-11-28_ISU-A02862083_EPI_ISL_18701679	2010.1
2010.1	2023-04-06	2023	Illinois	2023.260274	A/swine/Illinois/101595/2023|A_/_H3|unassigned|2023-04-06|HA|4||EPI_ISL_19277718	A/swine/Illinois/101595/2023|A_/_H3|unassigned|2023-04-06|HA|4||EPI_ISL_19277718	swine_Illinois_2023-04-06_101595_EPI_ISL_19277718	2010.1
2010.1	2023-03-27	2023	Illinois	2023.232877	A/swine/Illinois/101598/2023|A_/_H3|unassigned|2023-03-27|HA|4||EPI_ISL_19277779	A/swine/Illinois/101598/2023|A_/_H3|unassigned|2023-03-27|HA|4||EPI_ISL_19277779	swine_Illinois_2023-03-27_101598_EPI_ISL_19277779	2010.1
2010.1	2023-03-27	2023	Illinois	2023.232877	A/swine/Illinois/A02861340/2023|A_/_H3N2|unassigned|2023-03-27|HA|4||EPI_ISL_17587088	A/swine/Illinois/A02861340/2023|A_/_H3N2|unassigned|2023-03-27|HA|4||EPI_ISL_17587088	swine_Illinois_2023-03-27_A02861340_EPI_ISL_17587088	2010.1
2010.1	2023-10-26	2023	Iowa	2023.816438	A/swine/Iowa/ISU-A02861956/2023|A_/_H3N2|unassigned|2023-10-26|HA|4||EPI_ISL_18777107	A/swine/Iowa/ISU-A02861956/2023|A_/_H3N2|unassigned|2023-10-26|HA|4||EPI_ISL_18777107	swine_Iowa_2023-10-26_ISU-A02861956_EPI_ISL_18777107	2010.1
2010.1	2023-03-15	2023	Illinois	2023.2	A/swine/Illinois/101600/2023|A_/_H3|unassigned|2023-03-15|HA|4||EPI_ISL_19277787	A/swine/Illinois/101600/2023|A_/_H3|unassigned|2023-03-15|HA|4||EPI_ISL_19277787	swine_Illinois_2023-03-15_101600_EPI_ISL_19277787	2010.1
2010.1	2023-03-15	2023	Illinois	2023.2	Influenza A virus (A/swine/Illinois/A02861291/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Illinois|Sus scrofa|2023-03-15|OQ836488.1	Influenza A virus (A/swine/Illinois/A02861291/2023(H3N2)) segment 4 hemagglutinin (HA) gene complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Illinois|Sus scrofa|2023-03-15|OQ836488.1	swine_Illinois_2023-03-15_A02861291_OQ836488.1	2010.1
2010.1	2023-01-19	2023	Illinois	2023.049315	A/swine/Illinois/101603/2023|A_/_H3|unassigned|2023-01-19|HA|4||EPI_ISL_19277826	A/swine/Illinois/101603/2023|A_/_H3|unassigned|2023-01-19|HA|4||EPI_ISL_19277826	swine_Illinois_2023-01-19_101603_EPI_ISL_19277826	2010.1
2010.1	2023-06-21	2023	Illinois	2023.468493	A/swine/Illinois/A02861596/2023|A_/_H3N2|3C.2|2023-06-21|HA|4||EPI_ISL_18042986	A/swine/Illinois/A02861596/2023|A_/_H3N2|3C.2|2023-06-21|HA|4||EPI_ISL_18042986	swine_Illinois_2023-06-21_A02861596_EPI_ISL_18042986	2010.1
2010.1	2023-11-16	2023	Indiana	2023.873973	A/swine/Indiana/ISU-A02862047/2023|A_/_H3N2|3C.2|2023-11-16|HA|4||EPI_ISL_18777095	A/swine/Indiana/ISU-A02862047/2023|A_/_H3N2|3C.2|2023-11-16|HA|4||EPI_ISL_18777095	swine_Indiana_2023-11-16_ISU-A02862047_EPI_ISL_18777095	2010.1
2010.1	2024-03-08	2024	Indiana	2024.18306	A/swine/Indiana/A02862366/2024|A_/_H3N2|3C.2|2024-03-08|HA|4||EPI_ISL_19067866	A/swine/Indiana/A02862366/2024|A_/_H3N2|3C.2|2024-03-08|HA|4||EPI_ISL_19067866	swine_Indiana_2024-03-08_A02862366_EPI_ISL_19067866	2010.1
2010.1	2022-11-09	2022	Iowa	2022.854795	A/swine/Iowa/A02751211/2022|A_/_H3N2|3C.2|2022-11-09|HA|4||EPI_ISL_16924974	A/swine/Iowa/A02751211/2022|A_/_H3N2|3C.2|2022-11-09|HA|4||EPI_ISL_16924974	swine_Iowa_2022-11-09_A02751211_EPI_ISL_16924974	2010.1
